,name,rating,review_count,latitude,longitude,categories,location,city_bikes_ll
1181,Vapiano,3.0,15,48.833672,2.387426,"Italian, Pizza",60-62 cour Saint-Emilion,"48.8351212784276,2.385534569621086"
1182,Partie de Campagne,2.5,77,48.83318,2.38663,French,36 cour Saint Emilion,"48.8351212784276,2.385534569621086"
1183,Saint M',3.0,35,48.83318,2.38663,"French, Cocktail Bars",34 cour Saint Emilion,"48.8351212784276,2.385534569621086"
1189,Le Petit Cler,4.0,392,48.85743,2.3060400000000003,Bistros,29 rue Cler,"48.85909110474066,2.3185685276985173"
1190,Auguste,4.5,64,48.85628,2.3169999999999997,French,54 rue Bourgogne,"48.85909110474066,2.3185685276985173"
1191,L'Ami Jean,4.0,239,48.86018,2.30594,"French, Basque",27 rue Malar,"48.85909110474066,2.3185685276985173"
1195,Aux Ducs de Bourgogne,4.5,24,48.85791,2.3176099999999997,Creperies,30 rue de Bourgogne,"48.85909110474066,2.3185685276985173"
1199,Garance,4.0,19,48.85994,2.3153,French,34 Rue St Dominique,"48.85909110474066,2.3185685276985173"
1203,Le Florimond,4.5,82,48.855290000000004,2.30718,French,19 avenue de la Motte Picquet,"48.85909110474066,2.3185685276985173"
1208,Petite Fleur,4.5,16,48.887515,2.332528,Bistros,5 rue Damrémont,"48.88949630486821,2.333393658804396"
1209,La Mandigotte,4.5,36,48.8872873,2.3341602000000004,French,68 rue Lepic,"48.88949630486821,2.333393658804396"
1213,Le Coq & Fils - The Poultry House,4.5,111,48.887261205041,2.3370014478986003,Rotisserie Chicken,98 Rue Lepic,"48.88949630486821,2.333393658804396"
1214,Le Moulin de la Galette,4.0,42,48.88734,2.33705,French,83 rue Lepic,"48.88949630486821,2.333393658804396"
1215,Guilo Guilo,4.5,85,48.88599,2.33708,Japanese,8 rue Garreau,"48.88949630486821,2.333393658804396"
1217,Jeanne B,4.0,31,48.88777,2.33451,"French, Rotisserie Chicken",61 rue Lepic,"48.88949630486821,2.333393658804396"
1218,Le Très Particulier,4.0,37,48.887769,2.335212,"Cocktail Bars, Tapas Bars",23 avenue Junot - Pavillon D,"48.88949630486821,2.333393658804396"
1223,Un Zèbre à Montmartre,3.5,127,48.885960361887996,2.3347165778725003,"Bars, French",38 rue Lepic,"48.88949630486821,2.333393658804396"
1224,Les Tantes Jeanne,4.5,31,48.8853172,2.334844,"French, Steakhouses",42 rue Véron,"48.88949630486821,2.333393658804396"
1228,Comme chez Maman,4.5,40,48.887609999999995,2.3181,Bistros,5 rue des Moines,"48.894799816683985,2.318705212173216"
1233,Chez Gusto,4.5,4,48.89526,2.31651,"Pizza, Italian",93 rue de la Jonquière,"48.894799816683985,2.318705212173216"
1234,Le Bouclard,4.5,33,48.88583,2.32865,French,1 rue Cavallotti,"48.894799816683985,2.318705212173216"
1235,Le Maharaja,4.5,62,48.886289,2.322087,"Indian, Sri Lankan",48 rue la Condamine,"48.894799816683985,2.318705212173216"
1236,Sans Gêne,4.0,82,48.888213799999996,2.3211997,"Bars, French",112 rue Legendre,"48.894799816683985,2.318705212173216"
1237,L'Endroit,4.0,43,48.8863352740086,2.318149,Bistros,67 place du Docteur Félix Lobligeois,"48.894799816683985,2.318705212173216"
1238,Cucuzza,5.0,9,48.8879089,2.31861,"Pizza, Italian",14 rue des Moines,"48.894799816683985,2.318705212173216"
1240,Scoop Me a Cookie,4.5,25,48.88627,2.31799,"Desserts, Bakeries",72 rue Legendre,"48.894799816683985,2.318705212173216"
1241,Indien Royal,4.0,13,48.891090000000005,2.32004,Indian,4 rue Gauthey,"48.894799816683985,2.318705212173216"
1242,Le Festiv',4.0,9,48.892557000000004,2.324654,Bistros,51 rue Guy Moquet,"48.894799816683985,2.318705212173216"
1243,Le Tout Petit,4.0,23,48.886542529177,2.3176623421121003,Bistros,73 place du Docteur Félix Lobligeois,"48.894799816683985,2.318705212173216"
1244,Fuxia,3.5,61,48.8864045,2.3178547000000003,"Italian, Delicatessen",69 place du Docteur Félix Lobligeois,"48.894799816683985,2.318705212173216"
1253,Crêpe Avenue,4.5,33,48.870490000000004,2.3223497,Creperies,4 rue de Surène,"48.87320440102894,2.323658830743138"
1254,Helmut Newcake,4.5,49,48.87099,2.32619,"Gluten-Free, Bakeries",28 rue Vignon,"48.87320440102894,2.323658830743138"
1257,231 East Street,4.0,52,48.87519926,2.32379079,"American (Traditional), Burgers, Fast Food",2 rue de la Pepiniere,"48.87320440102894,2.323658830743138"
1258,Twenty Peas,4.0,26,48.87341,2.32152,"Modern European, Salad",59 rue des Mathurins,"48.87320440102894,2.323658830743138"
1260,Les Caprices de Charlotte,4.5,33,48.872643830200005,2.3241065914279,"Bakeries, Tea Rooms",14 rue de Castellane,"48.87320440102894,2.323658830743138"
1261,Akrame,4.0,40,48.87144,2.325355,Modern European,7 rue tronchet,"48.87320440102894,2.323658830743138"
1262,Café Sud Restaurant,4.0,37,48.8724783,2.3246024,French,12 rue Castellane,"48.87320440102894,2.323658830743138"
1266,Augusta Pizza,5.0,1,48.7811574,2.3552621,"Pizza, Italian, Tex-Mex",114 rue de Chevilly,"48.78448485079149,2.35908430069685"
1267,Sweets Bread and Co,5.0,1,48.78269,2.3620799999999997,Restaurants,90 rue Auguste Delaune,"48.78448485079149,2.35908430069685"
1272,Courtepaille,3.0,5,48.7755876,2.3674988999999997,French,80 avenue de Stalingrad,"48.78448485079149,2.35908430069685"
1276,Pizzeria Monte Cassino,4.0,1,48.778530700000005,2.3545548,Italian,1 Avenue des Dahlias,"48.78448485079149,2.35908430069685"
1277,Boulangerie-Pâtisserie Caquelin,1.0,1,48.7882588361997,2.36653815090187,"Bakeries, Chocolatiers & Shops",6 avenue de Stalingrad,"48.78448485079149,2.35908430069685"
1279,Jardins d'Italie,3.0,1,48.788567799999996,2.361916,Fast Food,50 bis Avenue République,"48.78448485079149,2.35908430069685"
1280,Quick,3.5,2,48.78029,2.36727,Fast Food,113 Avenue Stalingrad,"48.78448485079149,2.35908430069685"
1281,El Yaqui Sonora,1.0,1,48.7909393,2.3666999,Mexican,125 Rue Jean Jaures,"48.78448485079149,2.35908430069685"
1283,Parc départemental des Hautes Bruyères,3.0,3,48.7933278,2.3536422999999997,"Botanical Gardens, Parks",Rue Edouard Vaillant,"48.78448485079149,2.35908430069685"
1289,La Gare,3.5,350,48.858153,2.2723542,International,19 chaussée de la Muette,"48.86106902949534,2.2730283066630363"
1290,La Rotonde de la Muette,4.0,10,48.8584108475904,2.273045,Brasseries,12 chaussée de la Muette,"48.86106902949534,2.2730283066630363"
1292,Les Filaos,4.0,8,48.862764,2.2733142999999996,Restaurants,5 rue Guy de Maupassant,"48.86106902949534,2.2730283066630363"
1293,Huîtres et Saumons de Passy,5.0,14,48.856319899999995,2.27972,"Seafood, Scandinavian",17 rue de l'Annonciation,"48.86106902949534,2.2730283066630363"
1295,Kura,4.5,10,48.8576025808262,2.27479808447182,Japanese,56 rue de Boulainvilliers,"48.86106902949534,2.2730283066630363"
1296,Yamazaki,4.0,14,48.858289899999995,2.27385,"Tea Rooms, Patisserie/Cake Shop",6 chaussée de la Muette,"48.86106902949534,2.2730283066630363"
1297,Le Chalet des Iles,4.0,218,48.863454,2.260424,"French, Bars",14 chemin de Ceinture du Lac,"48.86106902949534,2.2730283066630363"
1299,L'Archeste,5.0,5,48.86179,2.27811,French,79 rue de la Tour,"48.86106902949534,2.2730283066630363"
1301,Settebello,4.5,15,48.8568826,2.2777089,Italian,9 rue Duban,"48.86106902949534,2.2730283066630363"
1303,Le Bistro des Vignes,4.0,25,48.856782,2.279785,"Breakfast & Brunch, French",1 rue Jean Bologne,"48.86106902949534,2.2730283066630363"
1304,La Recyclerie,4.0,94,48.897622999999996,2.3440369999999997,"Cultural Center, Cafes, Breakfast & Brunch",83 boulevard Ornano,"48.8978867,2.3458001"
1305,CO,4.5,12,48.89663,2.34291,"French, Venues & Event Spaces",15 rue Esclangon,"48.8978867,2.3458001"
1308,Kouchery du Bon Coeur,4.5,7,48.897296999999995,2.347007,Egyptian,128 rue Mont-Cenis,"48.8978867,2.3458001"
1314,Soul Kitchen,4.5,130,48.88916,2.342305,"Coffee & Tea, Desserts, Breakfast & Brunch",33 rue Lamarck,"48.8978867,2.3458001"
1315,Lomi,4.5,75,48.890313,2.35531,Coffee Roasteries,3 ter rue Marcadet,"48.8978867,2.3458001"
1318,Les Fondus de la Raclette,4.0,23,48.894123,2.345774,Fondue,19 rue Joseph Dijon,"48.8978867,2.3458001"
1320,Le Sourire de Saigon,4.0,76,48.89059,2.34343,Vietnamese,54 rue du Mont Cenis,"48.8978867,2.3458001"
1329,La Maison du Dim Sum,4.0,45,48.84594,2.343413,"Buffets, Dim Sum",4 rue des Fossés Saint Jacques,"48.844730256132095,2.341923944866407"
1330,WOS - Wide Open Space Bar,4.5,41,48.84623,2.3429599999999997,"Pubs, Cocktail Bars",184 rue Saint-Jacques,"48.844730256132095,2.341923944866407"
1333,Maison Marie,4.0,9,48.8447825,2.3420057,"Brasseries, French",222 rue Saint-Jacques,"48.844730256132095,2.341923944866407"
1335,Au Port du Salut,4.0,30,48.84598,2.34309,French,163 rue Saint-Jacques,"48.844730256132095,2.341923944866407"
1340,Le Perraudin,4.0,39,48.84636,2.343264,French,157 rue Saint-Jacques,"48.844730256132095,2.341923944866407"
1344,Villa Capri,4.5,9,48.8465853167589,2.45129680535053,"Italian, Pizza",2 bd de la Libération,"48.8468428626593,2.452062070369721"
1346,Parc Floral de Paris,4.5,39,48.8382622347445,2.4425533041358,Parks,Route du Champs de Manoeuvre,"48.8468428626593,2.452062070369721"
1347,Alessandro,3.5,38,48.847809999999996,2.44049,Italian,51 rue Fontenay,"48.8468428626593,2.452062070369721"
1348,Kwan Kao,5.0,1,48.848303,2.4510970000000003,Thai,77 rue Defrance,"48.8468428626593,2.452062070369721"
1349,La Tête à l'Envers,3.5,19,48.8445,2.4401200000000003,Restaurants,7 avenue de Nogent,"48.8468428626593,2.452062070369721"
1351,Le Petit Bofinger,4.0,19,48.844809999999995,2.438675,French,2 avenue de Paris,"48.8468428626593,2.452062070369721"
1352,Sunny's Bagels,4.5,2,48.848009999999995,2.44024,"Bagels, Hot Dogs, Sandwiches",80 rue de Fontenay,"48.8468428626593,2.452062070369721"
1353,L'Estaminet,4.5,18,48.8514174,2.4431138999999997,French,56 Rue Charles Silvestri,"48.8468428626593,2.452062070369721"
1354,Les fées papilles,3.0,23,48.8460362,2.4385846,French,13 rue lejemptel,"48.8468428626593,2.452062070369721"
1355,J. Montana,3.5,3,48.848239899999996,2.45114,"Pizza, Italian",77 rue Defrance,"48.8468428626593,2.452062070369721"
1356,Kemache Zoubir,3.0,1,48.84732,2.45211,Bars,1 Rue Félix Faure,"48.8468428626593,2.452062070369721"
1357,Délices Di Pasta,5.0,1,48.851684999999996,2.438507,"Italian, Pizza",52 bis rue de Strasbourg,"48.8468428626593,2.452062070369721"
1358,Les Clanchistes,3.5,2,48.8490411,2.459796,French,99 rue Dalayrac,"48.8468428626593,2.452062070369721"
1360,Ristorante Del Pozzo,4.0,6,48.84473,2.4384199,Restaurants,2 avenue Paris,"48.8468428626593,2.452062070369721"
1361,Terminus Château,4.0,2,48.8444565,2.4403348,"Brasseries, Hotels",9 avenue de Nogent,"48.8468428626593,2.452062070369721"
1362,La Grosse Mignonne,3.0,10,48.855323999999996,2.4413110000000002,Bistros,56 rue Carnot,"48.8468428626593,2.452062070369721"
1363,A l'Habitude,4.0,1,48.8526781383082,2.44877066463232,Bistros,3 rue de la Solidarité,"48.8468428626593,2.452062070369721"
1370,Restaurant Pierre Gagnaire,4.0,98,48.87334,2.30039,French,6 rue Balzac,"48.874750203956566,2.301771435325988"
1371,Le Chiberta,4.0,53,48.873587,2.2977990000000004,French,3 rue Arsène Houssaye,"48.874750203956566,2.301771435325988"
1375,Kok Ping,4.0,65,48.873028999999995,2.300134,"Chinese, Thai",4 rue Balzac,"48.874750203956566,2.301771435325988"
1376,Le Fouquet's,3.5,198,48.871577,2.301229,"French, Bars, Breakfast & Brunch",99 avenue des Champs-Elysées,"48.874750203956566,2.301771435325988"
1377,Les Cocottes Arc de Triomphe,4.0,18,48.8750360435431,2.301239535582,French,Sofitel Arc de Triomphe,"48.874750203956566,2.301771435325988"
1379,Le W,4.5,15,48.8720016,2.3031900000000003,"French, Lounges, Cocktail Bars",5 rue de Berri,"48.874750203956566,2.301771435325988"
1382,Élysées Istanbul,4.5,19,48.87274,2.30459,"Halal, Turkish",19 rue de Berri,"48.874750203956566,2.301771435325988"
1392,Hugo,4.5,41,48.876259999999995,2.34727,French,12 rue Papillon,"48.87759897050706,2.348463758826256"
1397,42 Degrés,4.0,24,48.8775787,2.34903,"Vegan, Live/Raw Food",109 rue du faubourg Poissonnière,"48.87759897050706,2.348463758826256"
1402,Le Richer,4.0,73,48.874131,2.3476847999999997,"French, Wine Bars",2 rue Richer,"48.87759897050706,2.348463758826256"
1405,L'Elfe Assis,4.5,10,48.889540000000004,2.28937,Creperies,48 rue Louise Michel,"48.88655580065981,2.288640439510346"
1410,Roca,5.0,9,48.8848837,2.2950957,French,31 rue Guillaume Tell,"48.88655580065981,2.288640439510346"
1411,La Recoleta,4.5,17,48.8851034,2.295054,Argentine,119 ave de Villiers,"48.88655580065981,2.288640439510346"
1419,Le Petit Champerret,4.5,13,48.88456,2.29102,French,30 rue Vernier,"48.88655580065981,2.288640439510346"
1421,Le Sabodet,4.5,20,48.8937843,2.2910842999999996,"Cafes, Coffee & Tea",36 Rue Edouard Vaillant,"48.88655580065981,2.288640439510346"
1425,Le Valmy,4.0,55,48.877615000000006,2.365153,"Brasseries, French, Cocktail Bars",145 quai de Valmy,"48.87935941942529,2.366596162319184"
1426,FLESH,4.5,15,48.88009,2.3668400000000003,Barbeque,23 rue Louis Blanc,"48.87935941942529,2.366596162319184"
1427,Street Bangkok Local Food,4.0,60,48.877829999999996,2.3651399,Thai,3 rue Eugène Varlin,"48.87935941942529,2.366596162319184"
1428,Bizz' Art,3.5,34,48.87907,2.36647,"Dance Clubs, Jazz & Blues, French",167 quai de Valmy,"48.87935941942529,2.366596162319184"
1429,Point Ephémère,4.0,121,48.88194,2.36876,"Music Venues, French",200 quai de Valmy,"48.87935941942529,2.366596162319184"
1430,Latinogourmand,4.5,14,48.88218,2.36755,"Latin American, Peruvian",233 rue la Fayette,"48.87935941942529,2.366596162319184"
1434,Kheak & Vero,4.5,78,48.8793153207581,2.36641645431519,"Thai, Vietnamese",1 rue Alexandre Parodi,"48.87935941942529,2.366596162319184"
1437,Generator Paris,3.5,51,48.878242,2.369571,"Hostels, French, Venues & Event Spaces",9-11 place du Colonel Fabien,"48.87935941942529,2.366596162319184"
1439,Le Cafe Bizz'art,3.5,57,48.8791618347168,2.3666400909423797,"Dance Clubs, Lounges, Cafes",167 quai de Valmy,"48.87935941942529,2.366596162319184"
1440,Maison Castro,4.5,16,48.880059,2.364864,"Delicatessen, Sandwiches",15 bis rue Alexandre Parodi,"48.87935941942529,2.366596162319184"
1441,Le Chansonnier,4.0,17,48.87862,2.3641900000000002,French,14 Rue Eugene Varlin,"48.87935941942529,2.366596162319184"
1451,Zia Paris,4.5,88,48.854286,2.3071856,"Cafes, Breakfast & Brunch",22 avenue de Tourville,"48.851419978983,2.3097044974566"
1455,L'Escapade,4.0,24,48.852578,2.3091209999999998,Brasseries,25 avenue Duquesne,"48.851419978983,2.3097044974566"
1456,Le Bosquet,4.0,188,48.8560807716799,2.30452508354831,"Bars, Brasseries",46 avenue du Bosquet,"48.851419978983,2.3097044974566"
1458,Pasco,4.0,75,48.85609,2.30959,"French Southwest, Mediterranean",74 bd la Tour Maubourg,"48.851419978983,2.3097044974566"
1460,Mariette,5.0,46,48.856016196205,2.3058138676935,French,24 rue Bosquet,"48.851419978983,2.3097044974566"
1461,La Boulangerie des Invalides,4.5,34,48.85187,2.31351,"Bakeries, Tea Rooms",14 avenue Villars,"48.851419978983,2.3097044974566"
1471,La Chambre aux Oiseaux,4.0,94,48.873898445596,2.3645184530671,"Breakfast & Brunch, Desserts",48 rue Bichat,"48.8761373390584,2.3680844979417"
1475,La Fontaine de Belleville,4.0,16,48.87577,2.36856,"Cafes, Bars, Sandwiches",31 - 33 rue Juliette Dodu,"48.8761373390584,2.3680844979417"
1480,Chameleon,4.5,41,48.86913,2.3581,French,70 Rue René Boulanger,"48.8761373390584,2.3680844979417"
1483,Pink Flamingo,4.0,49,48.87359,2.3649400000000003,Pizza,67 rue Bichat,"48.8761373390584,2.3680844979417"
1484,Tempero,4.5,36,48.833176314772395,2.3693971364491,French,5 rue Clisson,"48.82435782216384,2.377065159380436"
1486,Norouz,4.5,11,48.8266106,2.3745699,Persian/Iranian,48 rue du Dessous des Bergers,"48.82435782216384,2.377065159380436"
1487,Caminito Cabaret,4.5,23,48.826956,2.374429,"French, Bars",48-50 rue du Dessous des Berges,"48.82435782216384,2.377065159380436"
1491,Pret A Manger,4.0,39,48.8300628501055,2.37667322158814,"Sandwiches, Salad, Cafes",110 ave de France,"48.82435782216384,2.377065159380436"
1492,Chez Trassoudaine,4.5,18,48.828697999999996,2.365149,French,3 place Nationale,"48.82435782216384,2.377065159380436"
1493,Persillé,4.0,36,48.8303,2.37537,"Fast Food, Butcher, Steakhouses",66 rue du Chevaleret,"48.82435782216384,2.377065159380436"
1498,Dupont Café,3.5,28,48.82899999999999,2.37853,"Cafes, Salad, Burgers",84 avenue de France,"48.82435782216384,2.377065159380436"
1499,Golden Fried Chicken,5.0,1,48.824543,2.376419,Indian,2 rue patay,"48.82435782216384,2.377065159380436"
1500,Yuman,4.0,16,48.830859499999995,2.3746543,"French, Breakfast & Brunch, Health Markets",70 rue du Chevaleret,"48.82435782216384,2.377065159380436"
1501,Le Trac,3.5,15,48.82791728,2.37935811,"Tapas Bars, French",72 ave de France,"48.82435782216384,2.377065159380436"
1503,Season Square,5.0,9,48.83292463923921,2.3707873077465798,Vegan,3 rue Louise Weiss,"48.82435782216384,2.377065159380436"
1507,Bar Italia Brasserie,5.0,57,48.879965000000006,2.329399,Italian,22 rue Moncey,"48.877753,2.327339"
1510,Le Comptoir de l'Europe,3.0,15,48.87787,2.3273599999999997,Brasseries,27 rue d'Athènes,"48.877753,2.327339"
1511,Lucette fait des Crêpes,4.5,21,48.879042,2.329228,Creperies,4 rue de Milan,"48.877753,2.327339"
1513,Nirvana,4.0,35,48.879884999999994,2.326621,Indian,6 rue de Moscou,"48.877753,2.327339"
1519,Neva Cuisine,4.5,27,48.8802,2.3239799999999997,Bistros,2 rue de Berne,"48.877753,2.327339"
1521,Le Vaisseau Vert,5.0,10,48.88134,2.32757,French,10 rue de Parme,"48.877753,2.327339"
1523,La Cave Gourmande,4.5,365,48.884499,2.3398470000000002,Bistros,96 rue des Martyrs,"48.877753,2.327339"
1528,Au Bretzel,4.5,24,48.84115,2.33123,Alsatian,1 rue Léopold- Robert,"48.83940266673835,2.32971478253603"
1529,Le Petit Broc,4.0,35,48.841575,2.329496,Brasseries,206 boulevard Raspail,"48.83940266673835,2.32971478253603"
1531,Restaurant Montée,5.0,7,48.84077,2.33068,French,9 rue Léopold Robert,"48.83940266673835,2.32971478253603"
1535,Le Plomb du Cantal,3.5,301,48.840721080433596,2.32449908747356,Auvergnat,3 rue de la Gaîté,"48.83940266673835,2.32971478253603"
1537,Le Jockey,3.0,25,48.83965,2.33017,Brasseries,232 bd Raspail,"48.83940266673835,2.32971478253603"
1542,La Créole,3.5,48,48.84132,2.33101,"Cocktail Bars, Caribbean",122 boulevard du Montparnasse,"48.83940266673835,2.32971478253603"
1543,Le Select Montparnasse,3.5,55,48.8424,2.32835,Brasseries,99 boulevard du Montparnasse,"48.83940266673835,2.32971478253603"
1556,Le Réciproque,5.0,6,48.89162108806929,2.3461319133639305,French,14 rue Ferdinand Flocon,"48.891457726153774,2.348636478060487"
1560,Le Relais Gascon,4.0,175,48.884029999999996,2.3391,French Southwest,6 rue des Abesses,"48.891457726153774,2.348636478060487"
1563,Basilique du Sacré-Cœur de Montmartre,4.5,600,48.88709,2.34343,"Churches, Landmarks & Historical Buildings",35 rue du Chevalier de la Barre,"48.891457726153774,2.348636478060487"
1582,Le Barbe à Papa,4.0,25,48.879646,2.347346,"French, Bars",18 rue Condorcet,"48.880726,2.351464"
1583,Les Fils à Maman,4.0,243,48.873498,2.343626,French,7 bis rue Geoffroy-Marie,"48.880726,2.351464"
1612,Breakfast in America,4.0,299,48.847871903457005,2.3510840228227003,"Breakfast & Brunch, Diners",17 rue des Ecoles,"48.8462904,2.3521495"
1613,Bonvivant,4.5,30,48.8475685,2.35201,Wine Bars,7 rue des Ecoles,"48.8462904,2.3521495"
1620,Le Buisson Ardent,4.0,66,48.84672,2.3542099999999997,French,25 Rue Jussieu,"48.8462904,2.3521495"
1621,Tour d'Argent,4.0,148,48.8499101,2.3551019,French,15 quai de la Tournelle,"48.8462904,2.3521495"
1627,Capucine Café,4.0,57,48.869915999999996,2.329266,Brasseries,39 boulevard Capucines,"48.87219,2.329423"
1634,Le Grand Café des Capucines,3.0,136,48.871327,2.3335369999999998,French,4 boulevard des Capucines,"48.87219,2.329423"
1635,Café de la Paix,3.5,238,48.870878000000005,2.331753,"French, Breakfast & Brunch, Seafood",5 place de l'Opéra,"48.87219,2.329423"
1639,Frog Hop House,4.0,44,48.86889,2.329606,"Pubs, Sports Bars, American (Traditional)",10 rue des Capucines,"48.87219,2.329423"
1649,Les Vinaigriers,4.0,29,48.873259999999995,2.361247,"French, Bistros, Wine Bars",42 rue des Vinaigriers,"48.875642647477,2.3594588041306"
1654,Café A,3.0,78,48.875409999999995,2.36001,"Cafes, Bars, Breakfast & Brunch",148 rue du faubourg Saint-Martin,"48.875642647477,2.3594588041306"
1655,Le Buffet de la Gare,4.0,10,48.8752213,2.3578801,"Bars, Cafes, Brasseries",70 bd de Strasbourg,"48.875642647477,2.3594588041306"
1663,Blackburn,4.5,53,48.870861100000006,2.3568101,"Cafes, Breakfast & Brunch, Vegetarian",52 rue du faubourg Saint-Martin,"48.875642647477,2.3594588041306"
1677,La Famiglia,4.0,13,48.879329999999996,2.2864400000000002,Italian,2 Rue Waldeck Rousseau,"48.87973954830735,2.288012132048607"
1678,Le Sud,3.5,124,48.878948,2.2847630000000003,French,91 boulevard Gouvion Saint Cyr,"48.87973954830735,2.288012132048607"
1683,Kirane's,3.5,45,48.87979,2.2884699,Indian,85 ave Ternes,"48.87973954830735,2.288012132048607"
1689,Dulcinea,4.5,25,48.883180100000004,2.3328846000000003,"Italian, Pizza",41 rue Pierre Fontaine,"48.88320784122797,2.3308449949028507"
1693,Le Sanglier Bleu,4.5,22,48.8842888,2.33144,French,102 bd de Clichy,"48.88320784122797,2.3308449949028507"
1694,Wepler,3.5,109,48.883989,2.328086,Brasseries,14 place de Clichy,"48.88320784122797,2.3308449949028507"
1695,Aloha Café,4.5,20,48.88256989999999,2.333513,"Cafes, Breakfast & Brunch, Salad",32 rue Pierre Fontaine,"48.88320784122797,2.3308449949028507"
1699,Rouge Bis,4.5,88,48.8837021,2.3319197,Brasseries,7 place Blanche,"48.88320784122797,2.3308449949028507"
1700,Crêperie Pen Ty,4.0,41,48.88366,2.329,Creperies,65 rue de Douai,"48.88320784122797,2.3308449949028507"
1702,Café des Deux Moulins,3.0,180,48.8849297,2.3336240000000004,Brasseries,15 rue Lepic,"48.88320784122797,2.3308449949028507"
1703,A la Cloche d'Or,4.0,44,48.88213224056,2.3331160279714998,French,3 rue Mansart,"48.88320784122797,2.3308449949028507"
1714,L'Éclair,4.0,84,48.8570786,2.3061298999999997,"French, Cocktail Bars",32 rue Cler,"48.856691550115315,2.306646779179573"
1715,Kozy,4.0,288,48.85542,2.30539,"Coffee & Tea, Breakfast & Brunch, Sandwiches",79 avenue Bosquet,"48.856691550115315,2.306646779179573"
1716,Café Central,3.5,130,48.85646,2.30647,"Cafes, Bars",40 rue Cler,"48.856691550115315,2.306646779179573"
1717,La Terrasse du 7eme,3.5,145,48.854544,2.305549,Brasseries,2 place de l'École Militaire,"48.856691550115315,2.306646779179573"
1719,Le Gatsby,5.0,31,48.85501,2.30504,Bars,64 avenue Bosquet,"48.856691550115315,2.306646779179573"
1720,L'Auberge Bressane,4.0,74,48.856563595963706,2.30848165676116,French,16 avenue de la Motte Picquet,"48.856691550115315,2.306646779179573"
1722,Reed - Restaurant,5.0,50,48.858999999999995,2.3075899,French,11 bis rue Amelie,"48.856691550115315,2.306646779179573"
1730,Le Fumoir,4.0,313,48.8604,2.34055,"Lounges, Modern European",6 rue de l'Amiral de Coligny,"48.857058739111,2.3417982839439"
1733,The Highlander,4.0,63,48.855979999999995,2.33977,Pubs,8 rue de Nevers,"48.857058739111,2.3417982839439"
1734,Le Cavern,4.5,67,48.85533,2.33982,"Dance Clubs, Bars, Music Venues",21 rue Dauphine,"48.857058739111,2.3417982839439"
1736,Le Caveau du Palais,4.5,25,48.856535,2.342053,French,19 place Dauphine,"48.857058739111,2.3417982839439"
1739,Kong,3.0,500,48.85915,2.34307,"Bars, Dance Clubs, Pan Asian",1 rue du Pont Neuf,"48.857058739111,2.3417982839439"
1742,L'Auberge Café,4.0,35,48.85833,2.3446,French,4 rue Bertin Poirée,"48.857058739111,2.3417982839439"
1743,Sequana,5.0,7,48.85675,2.34154,French,72 quai des Orfèvres,"48.857058739111,2.3417982839439"
1773,Le Faitout,3.5,43,48.874905940528,2.3825127586881,"Bars, French, Vegan",23 ave Simon Bolivar,"48.883667,2.395733"
1774,La Table de Botzaris,3.5,12,48.88123,2.39186,"Gastropubs, French",10 Rue Gén Brunet,"48.883667,2.395733"
1775,Chez Arnaud,4.5,8,48.8874759985102,2.39266354590654,"Burgers, Pizza, French",16 rue Eugene Jumin,"48.883667,2.395733"
1777,Café Parisien,4.5,5,48.882020000000004,2.39255,Cafes,2 place de Rhin et Danube,"48.883667,2.395733"
1781,Kaskad Cafe,3.5,30,48.882709999999996,2.3828099999999997,"Bars, Brasseries",2 Pce Armand Carrel,"48.883667,2.395733"
1784,Le Train Bleu,4.0,299,48.844901,2.373278,French,Place Louis Armand,"48.845515089794,2.3726498446286"
1788,L'Européen,3.5,106,48.8458,2.37277,"Brasseries, Bars",21 bis bd Diderot,"48.845515089794,2.3726498446286"
1791,Le Bistro Lyonnais,4.5,17,48.84698,2.37383,French,6 rue Michel Chasles,"48.845515089794,2.3726498446286"
1792,Tarmac,3.5,106,48.84795,2.37142,"Brasseries, Bars, Cafes",33 rue de Lyon,"48.845515089794,2.3726498446286"
1793,Le China,4.0,194,48.849959999999996,2.37379,"Music Venues, Lounges, Pan Asian",50 rue de Charenton,"48.845515089794,2.3726498446286"
1794,Blé Sucré,4.5,315,48.850565,2.376759,Bakeries,7 rue Antoine Vollon,"48.845515089794,2.3726498446286"
1795,Le Pop-up du Label,4.5,14,48.847547,2.375632,"Bars, Music Venues, French",14 rue Abel,"48.845515089794,2.3726498446286"
1797,Chez Mademoiselle,4.5,112,48.85432,2.3597900000000003,French,16 rue Charlemagne,"48.845515089794,2.3726498446286"
1799,Table,4.5,13,48.848814000000004,2.375841,"French, Modern European",3 rue Prague,"48.845515089794,2.3726498446286"
1800,Prêt à Manger,4.0,16,48.845224,2.373966,"Sandwiches, Salad, Soup",Place Louis Armand,"48.845515089794,2.3726498446286"
1802,Dersou,4.5,35,48.8513985,2.37463,"Modern European, Breakfast & Brunch, Tapas/Small Plates",21 rue Saint-Nicolas,"48.845515089794,2.3726498446286"
1803,Nove,4.5,33,48.852512,2.374132,Italian,9 rue de Charonne,"48.845515089794,2.3726498446286"
1823,Le Pré aux Clercs,3.5,77,48.8554,2.33383,"French, Bars",30 rue Bonaparte,"48.857615678565,2.3358313530377"
