,name_x,rating,review_count,latitude_x,longitude_x,categories,location,city_bikes_ll,latitude_y,longitude_y,name_y,free_bikes,empty_slots,extra.uid,Total_slots,Station_usage_percentage
706,La Terrasse du Parc,4.0,5,48.8950169,2.2221412,Brasseries,60 Rue Salvador Allende,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
707,88 Arago,2.5,3,48.90087,2.2246,"French, Bars",88 ave François Arago,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
708,Le Carillon,3.0,1,48.8947141,2.222423,Moroccan,45 esplanade Charles de Gaulle,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
709,Venizia,4.5,2,48.8951391,2.2238383,Fast Food,97 Rue Trois Fontanot,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
710,Grill Istanbul,5.0,1,48.8952427124075,2.22304918488972,"Turkish, Kebab",82 rue Salvador Allende,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
711,Samama Pizza,3.5,3,48.88596,2.21218,"Pizza, Italian",166 avenue Georges Clemenceau,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
712,Bicafé Nosso Portugal,5.0,1,48.88641,2.21017,"Portuguese, Bars",125 Avenue Georges Clemenceau,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
713,Bar Le Chris'Phane,4.0,1,48.8928,2.20675,Restaurants,120 Rue 8 Mai 1945,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
714,La Terrasse,4.0,1,48.8966338325519,2.22393240828706,"Bistros, Brasseries",367 Terrasses de l'Arche,"48.892648526839,2.2136941552162",48.892648526839,2.2136941552162,Théâtre des Amandiers - Palais des sports,19,4,92002,23,17.391304347826086
715,Edo Sushi,4.0,16,48.81677,2.32865,"Japanese, Sushi Bars",6 rue de la Vanne,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
716,Bistro Le Physalis,3.0,73,48.81835,2.32266,Restaurants,47 avenue Henri Ginoux,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
717,Pizzeria César,4.0,9,48.8194805,2.3233354,Italian,38 Avenue Henri Ginoux,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
718,Chez Pineau,3.5,6,48.81865,2.32393,French,2 Bis Rue Theophile Gautier,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
719,L'Opportuniste,3.5,24,48.8170924,2.3217155,"French, Bistros, Brasseries",65 ave Henri Ginoux,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
720,Le Rubeo Monte,4.0,19,48.818255,2.319238,French,1 place de la Libération,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
721,Le Florus,4.5,5,48.8177641,2.3234582,"Hotels, French",17 Rue Gabriel Péri,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
722,The Himalayan,4.0,10,48.81923,2.3231900000000003,Restaurants,40 avenue Henri Ginoux,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
723,Santa Rita,4.5,3,48.817106,2.328269,Italian,24 rue Barbès,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
724,Monteleone,4.0,17,48.825006001677295,2.3202234004634503,Italian,68 avenue Jean Moulin,"48.81807418981508,2.3267009854316716",48.818074189815086,2.326700985431672,Louis Lejeune - Barbès,5,20,21216,25,80.0
725,Au Petit Suisse,4.0,113,48.84905,2.33901,"Brasseries, French",16 rue de Vaugirard,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
726,Bouillon Racine,3.5,157,48.850219,2.342073,French,3 rue Racine,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
727,Le Choupinet,4.0,19,48.84773320000001,2.340714,"Brasseries, French, Cafes",58 boulevard Saint-Michel,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
728,La Ferrandaise,4.0,57,48.84905,2.33984,French,8 rue de Vaugirard,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
729,Mad Maker Pub,3.5,66,48.8482835,2.3417383,"Pubs, Beer Bar, Cocktail Bars",22 rue Cujas,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
730,Treize Bakery Paris,4.5,23,48.84864,2.3394499,Breakfast & Brunch,5 rue de Médicis,"48.848951441614,2.3411329463124",48.848951441614,2.3411329463124,Vaugirard - Monsieur le Prince,4,20,6029,24,83.33333333333334
731,Casa del Condor,4.0,17,48.784954,2.307255,"Latin American, Tex-Mex",72 avenue de Bourg la Reine,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
732,Blé en Scène,4.5,3,48.7967153,2.3016912,"Creperies, French",10 ave Henri Ravera,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
733,O Why not,5.0,1,48.79239000000001,2.32028,Restaurants,234 ave Aristide Briand,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
734,Foulo,3.5,10,48.785458,2.317883,Chinese,27 avenue du Général Leclerc,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
735,Domino's Pizza,5.0,1,48.787699,2.318941,Pizza,1 avenue du Général Leclerc,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
736,Au Carré Pizza,4.5,3,48.7891823,2.3189112,Pizza,288 ave aristide briand,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
737,Sushi Samouraï 6,3.0,3,48.787777,2.318381,"Japanese, Sushi Bars",6 ave du Général Leclerc,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
738,Hanako,4.0,1,48.79007,2.31961,Japanese,175 Avenue Aristide Briand,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
739,La Panetiére,4.5,4,48.7944097,2.3214855,Bakeries,23 Rue Lavoisier,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
740,Hogara,4.5,2,48.78239,2.31483,Japanese,45 bd du Maréchal Joffre,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
741,Goût de l'Inde,5.0,1,48.7947807,2.3034899,Indian,2 avenue Albert Petit,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
742,New Hanjo,4.0,6,48.794986,2.321468,Japanese,107 avenue Aristide Briand,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
743,Daniel Coupé,5.0,2,48.7852,2.30253,Butcher,70 ave Jean Perrin,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
744,Sushi Hikari,5.0,2,48.79718870000001,2.3219987,"Sushi Bars, Japanese",142 ave Aristide Briand,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
745,Sergio,4.0,2,48.78228,2.3276,Restaurants,53 avenue Division Leclerc,"48.78980918988166,2.3143940046429634",48.78980918988166,2.3143940046429634,Rond-point du Dr Albert Schweitzer,12,10,22207,22,45.45454545454545
746,Le Comptoir de l'Artoise,5.0,24,48.87230200000001,2.3086580000000003,Italian,5 rue d'Artois,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
747,Le Boudoir,4.5,33,48.871049,2.308968,"French, Wine Bars",25 rue du Colisée,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
748,Le Bistro Marbeuf,4.0,141,48.86852,2.3035,"French, Lyonnais",21 rue Marbeuf,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
749,Framboise,4.0,203,48.8702248907354,2.3106694221496604,Creperies,7 rue de Ponthieu,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
750,Kisin,4.5,18,48.870264,2.310648,Japanese,7-9 rue de Ponthieu,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
751,La Maison de l'Aubrac,3.5,193,48.8696399,2.30524,"French, Brasseries",37 rue Marbeuf,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
752,Le Relais de l’Entrecôte,4.0,545,48.86808,2.30295,Steakhouses,15 rue Marbeuf,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
753,Dogstar Club,3.5,51,48.871469,2.306633,"Italian, Cocktail Bars, Hookah Bars",122 rue La Boétie,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
754,Monsieur Bleu,4.0,186,48.863716,2.296757,"French, Breakfast & Brunch",20 avenue de New York,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
755,L’Entrecôte de Paris,3.5,81,48.86965,2.30645,French,29 rue de Marignan,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
756,Soon,4.0,46,48.87095,2.31163,Korean,20 Rue Jean Mermoz,"48.871417284355,2.3076787590981",48.871417284355005,2.3076787590981,Boétie - Ponthieu,1,31,8050,32,96.875
757,La Table d'Eugène,4.5,68,48.89111,2.34693,French,18 rue Eugène Sue,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
758,L'Atelier Ramey,5.0,24,48.888275,2.3467099300594305,Bistros,23 rue Ramey,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
759,Enishi,4.5,36,48.88876,2.34602,Japanese,67 rue Labat,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
760,Le Petit Bleu,4.0,61,48.88635,2.3452,"Mediterranean, Barbeque, Oriental",23 rue Muller,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
761,Au Paradis Tropical,4.5,10,48.88783,2.34893,Caribbean,6 rue Custine,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
762,Pizzeria Mancini,4.5,14,48.88893,2.34476,"Pizza, Italian",20 rue Bachelet,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
763,La Rallonge,4.0,27,48.89112120000001,2.3470237000000003,"Tapas/Small Plates, French, Spanish",16 rue Eugene Sue,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
764,La Boîte aux Lettres,5.0,48,48.8868300540186,2.3381794989109,French,108 rue Lepic,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
765,L'Eté en Pente Douce,3.5,104,48.886384087927,2.3452077833273,French,23 rue Muller,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
766,Le Cabanon de la Butte,4.5,16,48.8866299,2.34436,French,6 rue Lamarck,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
767,Le Super Coin,4.5,43,48.89212,2.347,"Bars, Bistros",3 rue Baudelique,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
768,Le Poulbot,4.5,55,48.887586,2.339819,French,3 rue Poulbot,"48.888735896947,2.3469526693225",48.888735896947004,2.3469526693225,Custine - Ramey,7,34,18015,41,82.92682926829268
769,La Bellevilloise,3.5,143,48.86829,2.39221,"Dance Clubs, Music Venues, Modern European, Bars",19 - 21 rue Boyer,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
770,La Maroquinerie,4.5,86,48.86826,2.39229,"Bars, Music Venues",23 Rue Boyer,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
771,Le Tablier Rouge,4.5,9,48.86887,2.3972,French,40 Rue Chine,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
772,Aux Ours,3.5,29,48.8675003,2.39661,"Cafes, French, Bars",236 rue des Pyrénées,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
773,Shingané,4.0,43,48.86497,2.39603,Korean,63 ave de Gambetta,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
774,Chantefable,3.5,71,48.866365027816,2.3994134187262,"French, Seafood",93 ave Gambetta,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
775,Benoît Castel,4.0,18,48.8703669,2.3981757000000004,Bakeries,150 rue de Ménilmontant,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
776,Là Haut,3.5,22,48.870664,2.395471,French,10 rue Pixérécourt,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
777,Le Bistrot des Soupirs,4.0,17,48.8693,2.39665,French,49 Rue De La Chine,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
778,Scoop Me A Cookie,4.5,37,48.86623,2.38167,"Bakeries, Desserts",5/7 rue Crespin du Gast,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
779,Ma Pomme en Colimaçon,4.5,9,48.869257,2.392259,Cafes,107 rue de Ménilmontant,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
780,Aux Petits Oignons,4.5,51,48.868136,2.3999650000000003,Bistros,11 rue Dupont de l'Eure,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
781,Les Trois 8,4.5,31,48.8666847,2.3855099,"Beer Bar, Wine Bars",11 rue Victor Letalle,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
782,Le Perchoir,3.5,92,48.86529,2.38249,"French, Cocktail Bars",14 rue Crespin Dugast,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
783,Le Servan,4.0,35,48.8610001,2.3813601,"Modern European, Bistros",32 rue Saint Maur,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
784,Neelkanth,4.5,3,48.8700976,2.3959852,Indian,72 Bis Rue De La Chine,"48.8693268535238,2.395084574818611",48.869326853523795,2.3950845748186107,Pyrénées - Ménilmontant,17,7,20035,24,29.166666666666668
785,Frenchie Restaurant,4.5,224,48.867754322367,2.3477420774331,"French, Modern European",5-6 rue du Nil,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
786,L'Ivress Sentier,4.5,59,48.86872,2.34761,"Wine Bars, Tapas/Small Plates",5 rue Poissonnière,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
787,Bar à Vins Frenchie,4.5,137,48.8678119,2.3479551,Wine Bars,6 rue du Nil,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
788,Lockwood,4.0,105,48.8677808712918,2.34699741349186,"Tapas/Small Plates, Cocktail Bars, Breakfast & Brunch",73 rue d'Aboukir,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
789,Boulettes,4.5,49,48.86557,2.35045,French,179 rue Saint-Denis,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
790,Johana's Fish & Chips,4.5,45,48.8662878,2.3476733,Fish & Chips,30 rue Saint-Sauveur,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
791,Hero,4.0,77,48.86942,2.3523299,"Korean, Cocktail Bars",289 rue Saint-Denis,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
792,Uma Nota,4.5,13,48.86677,2.35052,International,86 rue Réaumur,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
793,Kapunka,4.5,49,48.8662,2.3477,"Thai, Gluten-Free",51 rue Saint-Sauveur,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
794,Cafe Madam,4.0,83,48.8655891,2.3506701,"Coffee & Tea, Breakfast & Brunch",150 rue Saint-Denis,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
795,Le Distrait,5.0,10,48.86989000000001,2.34919,"Tapas/Small Plates, Cocktail Bars",26 rue de la Lune,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
796,Cloud Cakes,4.5,84,48.86592,2.346318,"Patisserie/Cake Shop, Coffee & Tea, Vegan",6 rue Mandar,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
797,Redd,5.0,15,48.8662544519684,2.34768457710743,"Wine Bars, Tapas Bars",28 rue Saint-Sauveur,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
798,Mabel,4.5,46,48.867338,2.3461304,Cocktail Bars,58 rue d'Aboukir,"48.86785342111862,2.349364310503006",48.867853421118625,2.349364310503006,Caire - Dussoubs,2,38,2017,40,95.0
799,Braisenville,4.0,59,48.87994000000001,2.34508,"French, Cocktail Bars",36 rue Condorcet,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
800,Lakshmi Bhavan,4.5,25,48.8810196,2.34411,Indian,57 rue Rodier,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
801,Pizza Di Loretta,4.5,63,48.88067,2.344,"Italian, Pizza",62 rue Rodier,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
802,Chungking Express,4.5,20,48.8788012590711,2.3448543785506,"Chinese, Hot Pot",5 rue de la Tour d'Auvergne,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
803,Piccola Toscana,4.5,30,48.87728970000001,2.3461,Italian,10 rue Rochambeau,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
804,La Condesa,4.5,13,48.878555,2.34276,French,17 rue Rodier,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
805,Mi Ranchito Paisa,4.0,94,48.87651,2.3448900000000004,Colombian,35 rue Montholon,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
806,Le Potager de Charlotte,4.5,35,48.87894,2.34472,"Vegan, Juice Bars & Smoothies",12 rue de la Tour d'Auvergne,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
807,Le Bébé,4.0,27,48.8773165,2.3470364,"Bistros, French",8 rue Pierre Sémard,"48.879161,2.343698",48.879160999999996,2.343698,Tour d'Auvergne - Rodier,4,13,9008,17,76.47058823529412
808,David Toutain,4.5,75,48.860227,2.309735,Modern European,29 rue Surcouf,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
809,Happy Caffé,5.0,93,48.86476,2.329615,"Creperies, Sandwiches",214 rue de Rivoli,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
810,Chez Françoise,4.0,118,48.862116,2.314832,French,Aérogare des Invalides,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
811,Costa d'Amalfi,4.5,13,48.859208,2.323421,Italian,65 rue de l'Université,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
812,Musée de l’Orangerie,4.5,223,48.863791,2.322667,Museums,Place de la Concorde,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
813,L'Ardoise,4.0,197,48.86617,2.32709,French,28 rue du Mont Thabor,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
814,Restaurant le Meurice Alain Ducasse,4.0,89,48.86516,2.32807,French,228 rue de Rivoli,"48.861411014652,2.3201214185208",48.861411014652006,2.3201214185207997,Assemblée Nationale,3,58,7009,61,95.08196721311475
815,Belushi's,2.5,32,48.87932720000001,2.3580703,"Burgers, Sports Bars, Music Venues",5 rue de Dunkerque,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
816,Krishna Bhavan,4.0,133,48.882901,2.359645,"Vegetarian, Indian",24 rue Cail,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
817,Le 52,4.5,58,48.87208,2.35405,French,52 rue du Faubourg Saint-Denis,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
818,Assanabel,4.5,79,48.87052,2.36042,Lebanese,6 rue Pierre Chausson,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
819,La Bulle,4.0,45,48.882134,2.363611,French,48 rue Louis Blanc,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
820,Restaurant le Robinet d'Or,4.0,39,48.8781474,2.3647457000000003,"Bistros, Breakfast & Brunch",7 rue Eugène Varlin,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
821,Bombay Palace,4.0,21,48.87835,2.35646,"Indian, Pakistani",149-151 rue du Faubourg Saint-Denis,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
822,Le Dellys,4.5,31,48.87834,2.3578,"Bars, Brasseries, Mediterranean",5 rue des Deux Gares,"48.879355,2.358379",48.879355,2.3583790000000002,Dunkerque - Alsace,1,19,10027,20,95.0
823,Pavillon Montsouris,4.0,33,48.822244,2.340576,French,20 rue Gazan,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
824,Jin Xin Lou,5.0,4,48.8217584,2.3423588,"French, Chinese",63 rue de l'Amiral Mouchez,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
825,Le Fleurus,4.0,9,48.819677,2.3428099,"Pubs, Karaoke, Music Venues",10 bd Jourdan,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
826,Le jardin de Montsouris,4.5,5,48.82117,2.34115,Vietnamese,1 Rue Cité Universitaire,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
827,La Fabrique aux Gourmandises,5.0,4,48.82109000000001,2.34288,Bakeries,82 rue de l'Amiral Mouchez,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
828,L'Avant-Goût,3.5,79,48.82895,2.35324,"Modern European, French",26 rue Bobillot,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
829,Chez Nathalie,4.0,38,48.827959845134004,2.3528580628611,French,45 rue Vandrezanne,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
830,La Bonbonnière,5.0,3,48.8234170092598,2.34010199414547,"Fast Food, Creperies",Parc Montsouris,"48.8214169,2.342167",48.8214169,2.342167,Liard - Amiral Mouchez,11,3,14013,14,21.428571428571427
831,Frog,3.0,180,48.83318,2.38663,"Pubs, Burgers, Breakfast & Brunch",25 cour Saint Émilion,"48.8351212784276,2.385534569621086",48.8351212784276,2.3855345696210857,Gabriel Lamé,34,2,12031,36,5.555555555555555
