,Unnamed: 0,fsq_id,name,distance,latitude,longitude,categories,city_bikes_ll
0,0,502e6bb9e4b0eed9c30f0e43,Bar de l'Hôtel Raphaël,662,48.862171999999994,2.282686,Hotel Bar,"48.865983,2.275725"
1,1,4c549caf72cf0f472cc4d3d4,Au barbar,278,48.863712,2.27768,Bar,"48.865983,2.275725"
2,2,4b77f147f964a52097af2ee3,Saint-James Club,582,48.870457,2.2799560000000003,Hotel Bar,"48.865983,2.275725"
3,3,5ff3069fb907b733a9252835,Joe & The Juice,687,48.869254999999995,2.283876,Dining and Drinking,"48.865983,2.275725"
4,4,535fdf29498ecab0a45b1d4e,Le Metropolitan Lounge Bar,530,48.865556,2.282755,Hotel Bar,"48.865983,2.275725"
5,5,5e5f92ba9f640c00072668ad,"Picadeli (Picadeli, bar à salades)",556,48.86099,2.275061,Salad Restaurant,"48.865983,2.275725"
6,6,4b93f8e1f964a520065e34e3,Sushi Man,461,48.866881,2.281836,Sushi Restaurant,"48.865983,2.275725"
7,7,5d7e62c5a406af0008c0d406,Le Barisien,741,48.867249,2.285502,"Bar, Restaurant","48.865983,2.275725"
8,8,4bbf1c2998f495213515d263,Sushi Shop,873,48.870674,2.2852509999999997,Sushi Restaurant,"48.865983,2.275725"
9,9,556c97b1498e9ace83a47893,Il Cottage,500,48.870761,2.2754060000000003,"Pizzeria, Italian Restaurant","48.865983,2.275725"
10,10,4fd21c85e4b08315f264bdd5,Dernier Bar Avant la Fin du Monde,696,48.857952000000004,2.346294,"Bar, Vegan and Vegetarian Restaurant","48.85375581057431,2.3390958085656166"
11,11,4b4b2e69f964a520e29326e3,L'Express Bar,899,48.861118,2.343741,"Café, Coffee Shop, Pizzeria","48.85375581057431,2.3390958085656166"
12,12,4b22eca6f964a5206c5024e3,Prescription Cocktail Club,161,48.854987,2.337701,"Cocktail Bar, Lounge, Restaurant","48.85375581057431,2.3390958085656166"
13,13,4afd8300f964a5203a2822e3,L'Avant-Comptoir,191,48.852038,2.338828,"Wine Bar, Creperie","48.85375581057431,2.3390958085656166"
14,14,53568d3e498e92e5a3a56f36,Chez Nous,245,48.8559,2.340061,"Dive Bar, Wine Bar, Tapas Restaurant","48.85375581057431,2.3390958085656166"
15,15,58a58562ef787f21708c9ea0,La Robe & la Mousse,236,48.851773,2.339108,"Beer Bar, Coffee Shop, Restaurant","48.85375581057431,2.3390958085656166"
16,16,4e67b1d8fa76f38efb3aaa09,Compagnie des Vins Surnaturels,298,48.851613,2.336516,"Wine Bar, Restaurant","48.85375581057431,2.3390958085656166"
17,17,4f10b8bae4b0253d4bf5309e,Castor Club,315,48.851853000000006,2.342425,"Cocktail Bar, Coffee Shop","48.85375581057431,2.3390958085656166"
18,18,5660a818498e87cb6fbcece5,Tiger,378,48.852194,2.334718,"Cocktail Bar, Restaurant","48.85375581057431,2.3390958085656166"
19,19,4d559605143ca0932c17b1fc,Ambassade de Bourgogne,267,48.851326,2.338837,Wine Store,"48.85375581057431,2.3390958085656166"
20,20,59777d70345cbe0ff50f5787,Martin Bar,297,48.868571,2.360907,"Cocktail Bar, Café, Coffee Shop","48.867872484749,2.3648982158072"
21,21,55ca636d498ec27381542a29,Gravity Bar,665,48.873303,2.360681,"Cocktail Bar, Lounge, Restaurant","48.867872484749,2.3648982158072"
22,22,612bd0ce473e824433b82c93,Musa Bar Paris,879,48.866304,2.376629,"Bar, Coffee Shop","48.867872484749,2.3648982158072"
23,23,4b396d38f964a5206e5c25e3,Cud Bar (Cud),873,48.861933,2.357139,"Gay Bar, Café, Coffee Shop","48.867872484749,2.3648982158072"
24,24,4b68a117f964a520c8832be3,Le Barav,326,48.865121,2.3632020000000002,"Wine Bar, Brasserie","48.867872484749,2.3648982158072"
25,25,5b3bb178ca18ea002c505d95,Bar Chope-Moi,323,48.864963,2.366031,"Bar, Coffee Shop, Restaurant","48.867872484749,2.3648982158072"
26,26,548c8b5c498eff940216227a,Restaurant Martin,352,48.864959000000006,2.365943,"Wine Bar, Restaurant","48.867872484749,2.3648982158072"
27,27,5c17a53631fd14002c84aec1,The 46 Bar,339,48.868658,2.360358,"Bar, Coffee Shop, Fast Food Restaurant","48.867872484749,2.3648982158072"
28,28,55b121d7498ef435e79e61e4,Lavomatic,230,48.868551000000004,2.361755,"Cocktail Bar, Speakeasy, Fast Food Restaurant","48.867872484749,2.3648982158072"
29,29,5079f1e0e4b0eb8b83f90b0d,Little Red Door,474,48.863669,2.363698,"Cocktail Bar, Speakeasy, Café","48.867872484749,2.3648982158072"
30,30,4b60b5acf964a5203ff529e3,Bar du Marché,321,48.853928,2.337145,"Bar, Café, Restaurant","48.856451985395786,2.334851883351803"
31,31,5c3235b08afbe0002dcd9eb3,Bar Joséphine,822,48.851285,2.327114,Cocktail Bar,"48.856451985395786,2.334851883351803"
38,38,56f317d6498e5bfa690b3693,L'Arbane,268,48.855661,2.3381950000000002,"Cocktail Bar, Lounge, Restaurant","48.856451985395786,2.334851883351803"
40,40,5c6c0fa6c8b2fb002c4e8544,Mikkeller Bar Paris,590,48.878571,2.345377,Brewery,"48.87929591733507,2.3373600840568547"
41,41,552bcfc4498e003e2da33ad0,Bar à Bulles,685,48.8842,2.332266,"Bar, Burger Joint, Coffee Shop","48.87929591733507,2.3373600840568547"
42,42,4cc3459638aaa09353e10b62,Café Bar de Clermont,597,48.884594,2.336637,Bar,"48.87929591733507,2.3373600840568547"
43,43,59da6475d8fe7a28e011d4d0,L'intrépide bar,513,48.882915999999994,2.332864,"Beer Bar, Dive Bar, Coffee Shop","48.87929591733507,2.3373600840568547"
44,44,4b4a4ccef964a520e98226e3,Tagada Bar,681,48.88532,2.339745,"Cocktail Bar, Dive Bar, Brasserie","48.87929591733507,2.3373600840568547"
45,45,4d9767b4c162530c571f00a4,The Terrass Bar,858,48.886519,2.333165,Hotel Bar,"48.87929591733507,2.3373600840568547"
46,46,4b113326f964a520cf7823e3,L'Hélice Bar,553,48.883586,2.3413619999999997,"Bar, French Restaurant","48.87929591733507,2.3373600840568547"
47,47,5c0c170c270ee7002cfc491d,228 Litres,226,48.880364,2.3398369999999997,Wine Bar,"48.87929591733507,2.3373600840568547"
48,48,55058555498efeb43b2df3fd,El Nopal Taqueria,308,48.881921000000006,2.336564,Taco Restaurant,"48.87929591733507,2.3373600840568547"
49,49,57fd3a31498ed8c8594230b8,Les Apotres de Pigalle,415,48.882954,2.336502,"French Restaurant, Tapas Restaurant","48.87929591733507,2.3373600840568547"
50,50,5792a3ff498ea411967f3efb,Bar Mama Shelter,850,48.859945,2.402552,Lounge,"48.855907555969,2.3925706744194"
51,51,591c7bc5b23dfa408a85f89d,Bar & Beer Menilmontant,903,48.863368,2.387342,"Beer Bar, Sports Bar, Café","48.855907555969,2.3925706744194"
52,52,4bbb78099858d13af76133a2,L'Abribus,487,48.857298,2.399053,Restaurant,"48.855907555969,2.3925706744194"
53,53,4bbfa606461576b033ed7832,Piston Pélican,241,48.856836,2.395676,"Bar, Pizzeria, Brasserie","48.855907555969,2.3925706744194"
54,54,543eb4c3498ec28948bb1e7a,La Belle Équipe,785,48.853784999999995,2.382128,"Bar, Café, Brasserie","48.855907555969,2.3925706744194"
55,55,4b157c60f964a52090ad23e3,Café Titon,563,48.852814,2.386441,"Café, Coffee Shop, German Restaurant","48.855907555969,2.3925706744194"
56,56,50edcbb9e4b0f4e820906b4e,Septime la Cave,926,48.853716999999996,2.3804529999999997,Wine Store,"48.855907555969,2.3925706744194"
57,57,57f7ca4ccd10074b3ec13496,Bluebird,949,48.851265000000005,2.3818029999999997,"Cocktail Bar, Café","48.855907555969,2.3925706744194"
58,58,4d5c34299c31b60c4345b2ee,Le Bouillon Belge,664,48.852081,2.399412,"Beer Bar, Belgian Restaurant, Brasserie","48.855907555969,2.3925706744194"
59,59,4b477ff1f964a520163426e3,Les Pères Populaires,874,48.851144,2.401852,"Bar, Fast Food Restaurant, Brasserie","48.855907555969,2.3925706744194"
60,60,564269aa498e9bfd23114837,Bar & Beer,176,48.837216,2.391594,"Beer Bar, Restaurant","48.840855311763,2.3875549435616"
61,61,5aa03eb4d033605844d89b37,Barracuda,502,48.844471,2.383614,"Bar, Coffee Shop, Restaurant","48.840855311763,2.3875549435616"
62,62,5637a8a4498ea3a0bf8c9c7c,American Express Live Bar,623,48.839452,2.379452,"Music Venue, Cocktail Bar, Lounge","48.840855311763,2.3875549435616"
63,63,57fc988b498e1b3a29381f8f,Le Social Bar,897,48.841851,2.375404,"Beer Bar, Café, Restaurant","48.840855311763,2.3875549435616"
64,64,5b51c0860a08ab002cb3c35e,Le Paradis du Fruit,872,48.833098,2.386774,Dining and Drinking,"48.840855311763,2.3875549435616"
65,65,4c2f465066e40f47878fc18b,Au Petit Clin d'Oeil,731,48.846893,2.384224,"Bar, Tapas Restaurant","48.840855311763,2.3875549435616"
66,66,4d5d19b2775f8cfa81b7bde0,Golden Sushi,975,48.849757000000004,2.387682,"Fast Food Restaurant, Japanese Restaurant","48.840855311763,2.3875549435616"
67,67,4b5dd035f964a520296d29e3,The Frog at Bercy Village,885,48.833077,2.386245,"Beer Bar, Pub, Burger Joint","48.840855311763,2.3875549435616"
68,68,4bca1bf9b6c49c7432c98f91,Zendo,695,48.834902,2.3855470000000003,"Fast Food Restaurant, Sushi Restaurant","48.840855311763,2.3875549435616"
69,69,5ae8eb44e7a2370039b3754d,J'Peux Pas J'Ai Poney,508,48.840066,2.394699,"Bar, Restaurant","48.840855311763,2.3875549435616"
74,74,4b06de60f964a520dcf122e3,Chez Georges,639,48.852148,2.333572,"Dive Bar, Wine Bar, Bistro","48.851296433665276,2.325061820447445"
75,75,4f8d53e7e4b013a9840a6e04,Cojean Raspail,152,48.852182,2.326366,"Fast Food Restaurant, Salad Restaurant","48.851296433665276,2.325061820447445"
76,76,4b5f5a03f964a520a2b529e3,Au Sauvignon,268,48.852104,2.3284700000000003,"Wine Bar, Café, Brasserie","48.851296433665276,2.325061820447445"
77,77,4adcda04f964a520383221e3,The Frog & Princess,708,48.852407,2.334589,"Sports Bar, Burger Joint, Brasserie","48.851296433665276,2.325061820447445"
78,78,57d9dfe8498eb1f22ac28863,Judy the Good Life,597,48.847178,2.330311,Juice Bar,"48.851296433665276,2.325061820447445"
79,79,4c0acd91bbc676b0e5884ad5,Bodega,695,48.851908,2.334372,"Bar, Brasserie","48.851296433665276,2.325061820447445"
83,83,4bae6799f964a520ddad3be3,La Taverne de Cluny,6,48.851473999999996,2.343829,"Beer Bar, Sports Bar, French Restaurant","48.851518815017,2.3436703160405"
85,85,554548c8498e731178ebf08a,SOURIRE tapas françaises,299,48.851094,2.3479,Tapas Restaurant,"48.851518815017,2.3436703160405"
89,89,4afc6236f964a520182222e3,Au Père Louis,365,48.849037,2.340202,Brasserie,"48.851518815017,2.3436703160405"
90,90,4f5a5636e4b03005858b31cc,Uc-61,795,48.876540999999996,2.2940549999999997,"Cocktail Bar, Café, Coffee Shop","48.881973298352,2.301132157445"
91,91,4b954281f964a520a29834e3,Le Millésimes,219,48.880255,2.302244,"Bar, Coffee Shop, French Restaurant","48.881973298352,2.301132157445"
92,92,53405a38498e08f86812c4ff,KooK's Bar,540,48.881598,2.293761,Cocktail Bar,"48.881973298352,2.301132157445"
93,93,4e0ec69452b1b27c1b8a8f0f,La Table Verte,442,48.87948,2.29661,Salad Restaurant,"48.881973298352,2.301132157445"
94,94,4f1846f2e4b0cae4b4d778e5,Executive Lounge de l'Hôtel du Collectionneur,672,48.877206,2.3067990000000003,Hotel Bar,"48.881973298352,2.301132157445"
95,95,5b282f6fda7080002ca80bc6,The Grill Room,976,48.879364,2.313841,"Bar, Restaurant","48.881973298352,2.301132157445"
96,96,533aebd6498eafad7e6b75f7,Le Bar du Sofitel,753,48.875203000000006,2.301348,Hotel Bar,"48.881973298352,2.301132157445"
97,97,4b4653a3f964a520b31d26e3,Le Dada,558,48.87856,2.29545,"Lounge, Brasserie, Tapas Restaurant","48.881973298352,2.301132157445"
98,98,4c20e9df4d4a20a1447b9b70,Au Village des Ternes,781,48.880183,2.290705,"Wine Bar, French Restaurant","48.881973298352,2.301132157445"
99,99,4b4c687cf964a5206cb226e3,Bistrot Osaka,272,48.884337,2.300758,"Fast Food Restaurant, French Restaurant, Japanese Restaurant","48.881973298352,2.301132157445"
100,100,5119e451e4b05b41022e6f5f,Bar la Fayette,341,48.880459,2.284549,"Arts and Entertainment, Hotel Bar","48.88287775178599,2.287667370814871"
101,101,516138f4e4b027d847b0718d,Bellagio Pizza Bar,266,48.88087,2.28567,Cocktail Bar,"48.88287775178599,2.287667370814871"
102,102,4ba289b8f964a520240238e3,Le Rouge et le Verre,440,48.878888,2.287471,Wine Store,"48.88287775178599,2.287667370814871"
106,106,50648786e4b0aacee6e32043,L'Ambre,472,48.878671999999995,2.287512,"Cocktail Bar, Café, Coffee Shop","48.88287775178599,2.287667370814871"
109,109,4b7a9e62f964a520d5332fe3,Arito Sushi,894,48.890496999999996,2.283397,Sushi Restaurant,"48.88287775178599,2.287667370814871"
113,113,4af31753f964a52092ea21e3,Le Comptoir Général,163,48.872417,2.365373,Bar,"48.871044051984,2.3661044619878"
114,114,5c43840f4f0e58002cc024b3,Early June,296,48.872858,2.363165,"Wine Bar, Restaurant","48.871044051984,2.3661044619878"
115,115,5cfed45c3ba767002c77695c,La Cidrerie,101,48.870072,2.3656900000000003,"Bar, Coffee Shop, Restaurant","48.871044051984,2.3661044619878"
116,116,5ca234ed25fb7b002cd49535,Brussels Beer Project,155,48.872288,2.366605,"Beer Bar, Restaurant","48.871044051984,2.3661044619878"
117,117,4b47b553f964a520583b26e3,Le Cinquante,271,48.871971,2.3627990000000003,"Dive Bar, Coffee Shop, Brasserie","48.871044051984,2.3661044619878"
118,118,5415ae4f498e9aee38f6a39e,CopperBay,654,48.869681,2.357365,"Cocktail Bar, Coffee Shop","48.871044051984,2.3661044619878"
119,119,60f04067c2fa21323eb9d5f9,Carburant,258,48.872636,2.363598,Beer Bar,"48.871044051984,2.3661044619878"
120,120,4ebab7b79adf13742094cfaa,Bar de l'InterContinental Grand Hôtel Paris,440,48.870810999999996,2.330956,Hotel Bar,"48.874422773426545,2.3284685611724854"
121,121,4adcda05f964a5207b3221e3,New York Bar le Harry,628,48.869097,2.332144,Bar,"48.874422773426545,2.3284685611724854"
122,122,4f593369e4b07f0bf5903183,Bar 8,834,48.866983000000005,2.327077,Bar,"48.874422773426545,2.3284685611724854"
123,123,4adcda06f964a520fa3221e3,Bar Vendôme,709,48.867924,2.328766,French Restaurant,"48.874422773426545,2.3284685611724854"
125,125,5b5781704f0e58002c86a5e8,Perruche,107,48.874406,2.328651,"Lounge, Mediterranean Restaurant","48.874422773426545,2.3284685611724854"
127,127,59f9022cda5ede19c12e065e,Gegeor,653,48.88001,2.331102,"Wine Bar, Restaurant","48.874422773426545,2.3284685611724854"
128,128,4bf27ba5a32e20a1393cd557,cojean Mathurins,534,48.873676,2.3214099999999998,Salad Restaurant,"48.874422773426545,2.3284685611724854"
129,129,4b092e36f964a520961423e3,Bugsy's,839,48.871186,2.3178349999999996,"Bar, Pizzeria, Fast Food Restaurant","48.874422773426545,2.3284685611724854"
130,130,58936c9fa19e903e160c1851,Académie de la Bière,278,48.839188,2.3393080000000004,"Beer Bar, Belgian Restaurant, Brasserie","48.837525839067,2.3360354080796"
131,131,5cfac538a6031c002c840214,Maison Edgar,442,48.839733,2.32992,"Bar, Restaurant","48.837525839067,2.3360354080796"
132,132,4adcda04f964a520453221e3,Rosebud,745,48.84163,2.328318,"Cocktail Bar, Coffee Shop, Fast Food Restaurant","48.837525839067,2.3360354080796"
133,133,4e6b541d7d8b143eb77d78a9,Le Petit Club,829,48.830263,2.334331,"Bar, Café, Brasserie","48.837525839067,2.3360354080796"
134,134,4b2f3b4af964a52057ea24e3,Smoke,823,48.841398,2.326629,"Beer Bar, Coffee Shop, Brasserie","48.837525839067,2.3360354080796"
135,135,5c2e51db31ac6c002cc704ff,Le Bar 1802,958,48.837844,2.349157,Cocktail Bar,"48.837525839067,2.3360354080796"
136,136,4fe8bfcce4b0c6426c8334bb,Pub Gay Lussac,708,48.84149,2.343627,"Bar, Fast Food Restaurant, Brasserie","48.837525839067,2.3360354080796"
137,137,4adcda08f964a5206f3321e3,Les Papilles,898,48.844574,2.341712,"Wine Bar, Bistro, Brasserie","48.837525839067,2.3360354080796"
138,138,5277d8dd498edfe33f0238e5,Cachette,485,48.841931,2.335354,Café,"48.837525839067,2.3360354080796"
139,139,4bf6d70913aed13aba4beaf7,Le Lakanal,541,48.833134,2.332545,"Bar, Coffee Shop, Brasserie","48.837525839067,2.3360354080796"
160,160,54469172498ed34e0178dc37,Brewberry Bar,276,48.842772,2.348549,Beer Bar,"48.84389286531899,2.3519663885235786"
161,161,4c23cc37f1272d7f590182c5,Oi Sushi,217,48.844763,2.34905,Sushi Restaurant,"48.84389286531899,2.3519663885235786"
162,162,5530cc1f498ea6903c33a3da,Bonvivant,406,48.847555,2.352033,"Wine Bar, French Restaurant","48.84389286531899,2.3519663885235786"
163,163,4b39b55cf964a520a45e25e3,Les Pipos,469,48.847569,2.348343,"Wine Bar, Café, Brasserie","48.84389286531899,2.3519663885235786"
164,164,520d21d911d2769b08910957,Chicha Shop,215,48.843173,2.349176,Hookah Bar,"48.84389286531899,2.3519663885235786"
166,166,51e07770498ed9d3f85c60a2,La Tireuse,526,48.847302,2.3471490000000004,"Bar, Café, Coffee Shop","48.84389286531899,2.3519663885235786"
167,167,588b260de309e1207082c28b,The Bridge Bar,658,48.848871,2.347083,Bar,"48.84389286531899,2.3519663885235786"
168,168,54119bd8498e4a254a13a067,Wine Tasting In Paris,281,48.845884999999996,2.3538580000000002,Wine Bar,"48.84389286531899,2.3519663885235786"
171,171,4e71fbb7091a8493b3553126,L'Adada Bar,730,48.840513,2.322309,"Bar, Restaurant","48.84708159081946,2.321374788880348"
172,172,4c87f35ebf40a1cdc8fa08b4,Bar des Artisans,360,48.844187,2.319138,"Bar, Café, Restaurant","48.84708159081946,2.321374788880348"
173,173,590c4db4d1a402271dfd3153,Bubble Sky Bar 240m @ Montparnasse Tower,493,48.842663,2.322053,Bar,"48.84708159081946,2.321374788880348"
175,175,51dd523c498e2f01bb5faffb,Café Trama,117,48.847521,2.323027,"Bistro, Diner, French Restaurant","48.84708159081946,2.321374788880348"
179,179,509d6ee5e4b0b119687198a8,La Chance,798,48.844569,2.3108310000000003,Real Estate Development and Title Company,"48.84708159081946,2.321374788880348"
180,180,533adb1e11d2d502ac13e6e8,méga Bar,775,48.905874,2.3930279999999997,Bar,"48.91039875761846,2.3851355910301213"
181,181,5515bf7a498ec7be3d20b160,Grand Bouillon,497,48.914795,2.383125,"Music Venue, Bar, Restaurant","48.91039875761846,2.3851355910301213"
182,182,5a115fcb4a7aae690645085a,Tabac Malibu,507,48.915012,2.38584,Bar,"48.91039875761846,2.3851355910301213"
183,183,57a6f74e498efae5c85e2bcf,Le Périgord,523,48.914857,2.381958,"Coffee Shop, Fast Food Restaurant","48.91039875761846,2.3851355910301213"
184,184,59a13f9b1ffe977b6f508168,Café du Marché,617,48.91442,2.379195,Hotel,"48.91039875761846,2.3851355910301213"
185,185,59ac46e748b04e2920b24826,Restaurant Marechal,921,48.905111,2.374502,"Karaoke Bar, Restaurant","48.91039875761846,2.3851355910301213"
186,186,30986018ed0a4adf9cc333b9,Monsieur Jacques Zerbib,431,48.910499,2.379223,Bar,"48.91039875761846,2.3851355910301213"
187,187,48146439779d4655cf946670,Auberge des Gourmets,515,48.912352,2.391542,"Bar, Pizzeria, Brasserie","48.91039875761846,2.3851355910301213"
188,188,35815a9f94184c79d37406b1,Maman,570,48.915489,2.38415,"Bar, Restaurant","48.91039875761846,2.3851355910301213"
189,189,04dcda47f12d42bd5ab58ccb,UrbanSoccer,760,48.907327,2.375828,Bar,"48.91039875761846,2.3851355910301213"
191,191,4ec5438a2c5b6307e6bf55ac,Le Pierre Curie,49,48.816196000000005,2.3772130000000002,"Bar, Brasserie","48.81580226360801,2.376804985105991"
192,192,4c49ebdf3013a5935e9f66e3,L'Argane,281,48.817015000000005,2.379944,Fast Food Restaurant,"48.81580226360801,2.376804985105991"
193,193,5b1c3aae06fb60002c9fb184,Guet Open,384,48.817662,2.381109,Bar,"48.81580226360801,2.376804985105991"
194,194,5455461e498e70afc4f0a6e9,O'Tacos,530,48.818203999999994,2.3702650000000003,"Fast Food Restaurant, French Restaurant, Taco Restaurant","48.81580226360801,2.376804985105991"
195,195,4f2f00a7e4b0b0d085859ac7,L'Actuel,432,48.816256,2.38275,"Hookah Bar, Restaurant","48.81580226360801,2.376804985105991"
196,196,55c138f2498e57efd9a54158,O'Blood,433,48.81923,2.3740669999999997,Restaurant,"48.81580226360801,2.376804985105991"
197,197,4ef9b762e5fa4f286d524f8b,Samouraï,705,48.820955,2.370901,"Pizzeria, Sushi Restaurant","48.81580226360801,2.376804985105991"
198,198,4c5df0ed6ebe2d7f5a71d42e,Bangkok Karaoké,728,48.816759000000005,2.3668970000000003,Karaoke Bar,"48.81580226360801,2.376804985105991"
199,199,4bceb940fb84c9b6b43e243e,Tabac le Longchamp,586,48.812799,2.370084,Tobacco Store,"48.81580226360801,2.376804985105991"
200,200,4c6d6ca165eda093cf8f4ed0,Le Relais,123,48.835877,2.472693,"Bar, Coffee Shop, Brasserie","48.836022242886884,2.4708339950830287"
201,201,4d5ea1af5b276dcb14aafcc5,Le Watteau,256,48.836006,2.474576,"Bar, Brasserie","48.836022242886884,2.4708339950830287"
202,202,2b2b25686bda474dc590e473,Le Strasbourg,729,48.839040000000004,2.4796869999999998,"Bar, Pizzeria, Brasserie","48.836022242886884,2.4708339950830287"
203,203,5e8b66626db74d2309077e9b,Bardon Ste,610,48.831585,2.475755,"General Contractor, Heating, Ventilating and Air Conditioning Contractor","48.836022242886884,2.4708339950830287"
204,204,d3f580fb12a94b28f42f2aaf,Barroux Chabanol Colette,635,48.841473,2.4681900000000003,Telecommunication Service,"48.836022242886884,2.4708339950830287"
205,205,345beffb583040876eaca38f,Barroso José,729,48.839040000000004,2.4796869999999998,"Bar, Café, Coffee Shop","48.836022242886884,2.4708339950830287"
206,206,351d96e7d0784c9e5a4104ca,Barbara,878,48.843427,2.466627,Hair Salon,"48.836022242886884,2.4708339950830287"
207,207,9bf226a621c6416278ed1a57,Bar Express Rer,893,48.843215,2.465372,"Bar, Café, Brasserie","48.836022242886884,2.4708339950830287"
208,208,4b8f97a9f964a520385933e3,Le Chais,687,48.835398,2.2418,"Wine Bar, Fast Food Restaurant, Brasserie","48.835583838706,2.2325500845909"
209,209,5d24d32f1feae300235d357f,Barbacoa,909,48.84325,2.236479,"Wine Bar, Restaurant","48.835583838706,2.2325500845909"
211,211,4f50be32e4b07af68dd8d69f,Les Domaines Qui Montent,937,48.827319,2.235114,Wine Store,"48.835583838706,2.2325500845909"
212,212,506591b2e4b0b313aafad09b,Sushi Paradise,303,48.832776,2.233851,"Fast Food Restaurant, Sushi Restaurant","48.835583838706,2.2325500845909"
213,213,59411720a35dce1cfc8748fd,Max et Zoé,308,48.836861,2.2363180000000003,"Café, Salad Restaurant","48.835583838706,2.2325500845909"
214,214,4adcda06f964a520013321e3,B.B. Antilles,358,48.833698,2.2271810000000003,"Night Club, Piano Bar, Restaurant","48.835583838706,2.2325500845909"
215,215,4d39c8e9979ea143685589fc,Le Paris,834,48.841707,2.23873,"Bar, Burger Joint, Brasserie","48.835583838706,2.2325500845909"
216,216,5b2ab1fc911fc4002c9d1406,Jungle River,523,48.834666,2.225529,"Beer Bar, Tapas Restaurant","48.835583838706,2.2325500845909"
217,217,519b6249498e624c7af0ffb4,114 Up On The Roof,568,48.840317,2.235481,Lounge,"48.835583838706,2.2325500845909"
218,218,548b74ad498e001dde439587,Spark's,72,48.862606,2.1956700000000002,"Bar, Bistro, French Restaurant","48.862090937689715,2.196576297283173"
220,220,5e4772e549cb4352c4e3de42,Bartet Alain,615,48.86651,2.2016430000000002,Insurance Agency,"48.862090937689715,2.196576297283173"
221,221,ad18e88af92a483f4496f89c,Maitre Barbara,633,48.863215999999994,2.205078,"Dentist, Oral Surgeon","48.862090937689715,2.196576297283173"
223,223,4ee7b743be7b5922f912559c,Le Chouff'Bar,944,48.843115000000004,2.348739,"Bar, Café, Coffee Shop","48.835092787824,2.3534681351338"
224,224,4bd876115cf276b0ac4f9d00,Le Baratin,459,48.838285,2.357335,"Bar, Brasserie","48.835092787824,2.3534681351338"
225,225,4b3f6d38f964a520b5a625e3,Bar Chez Michel,857,48.827634,2.3501060000000003,"Bar, Café, Coffee Shop","48.835092787824,2.3534681351338"
227,227,4c17886f30d30f47e49f36a9,La Folie en Tête,917,48.82745,2.348275,"Beer Bar, Dive Bar, Coffee Shop","48.835092787824,2.3534681351338"
228,228,508d54a6e4b05f3f844df8fa,La Manufacture,199,48.833349,2.353913,"Bar, French Restaurant","48.835092787824,2.3534681351338"
229,229,50141bfbe4b0e259d321d731,La Fût Gueuze,376,48.836251000000004,2.3582509999999997,"Dive Bar, Café, Coffee Shop","48.835092787824,2.3534681351338"
230,230,53a48095498e183ecb1a5f16,Le Petit Cervantès,757,48.828741,2.350519,Tapas Restaurant,"48.835092787824,2.3534681351338"
231,231,4d56f242cff7721ef65abcf5,Sukoshi,773,48.83303,2.363521,Sushi Restaurant,"48.835092787824,2.3534681351338"
234,234,5c6c6e1e0802d400395e80a3,Sape Bar,78,48.87956,2.355012,"Hotel Bar, Restaurant","48.879089,2.354235"
235,235,5be75857123a19002cba698d,Billili,357,48.880561,2.3501119999999998,"Wine Bar, Restaurant","48.879089,2.354235"
236,236,5b6b5f3cdb1d810033f21329,I.B.U,747,48.872616,2.351618,"Beer Bar, Coffee Shop","48.879089,2.354235"
237,237,59ea33c6286fda03b5c50220,Wine Therapy,738,48.876432,2.345025,"Wine Bar, Restaurant","48.879089,2.354235"
239,239,533a9ed9498e4d60bc080628,BAM Karaoke Box,859,48.874096,2.345169,"Concert Hall, Karaoke Bar, Café","48.879089,2.354235"
240,240,528e67a011d22962f855f773,Les Ptits Gros,831,48.881114000000004,2.343563,"Bar, Restaurant","48.879089,2.354235"
241,241,51c19427abd80d255361497f,Belushi's Gare du Nord,277,48.879244,2.358005,"Sports Bar, Diner, American Restaurant","48.879089,2.354235"
246,246,5aef7907da2e00002ca8ac64,Le Rooftop,743,48.870577000000004,2.293541,Rooftop Bar,"48.876116,2.288124"
252,252,59203acaf0b4906618ce21c2,O'Tacos Villejuif,359,48.793819,2.368839,Taco Restaurant,"48.794902381218904,2.3734183609485626"
253,253,4fb0e0c4e4b0815908abc34e,Ikiiki Sushi,552,48.795066,2.365868,Sushi Restaurant,"48.794902381218904,2.3734183609485626"
254,254,4f69a451e4b0fa6f4d1aea08,Refresh's Stand,987,48.788911999999996,2.363459,Bar,"48.794902381218904,2.3734183609485626"
255,255,80c74fbdc5514d2a85951a5b,La Méridionale,503,48.795209,2.366559,"Bar, Café, Fast Food Restaurant","48.794902381218904,2.3734183609485626"
256,256,26db2ee857a149f3f6669e12,Le Rallye,546,48.792814,2.3666549999999997,"Bar, Café, Coffee Shop","48.794902381218904,2.3734183609485626"
257,257,f8b16fefffe44e12d73cb572,Café Brasserie du Théâtre,730,48.792638000000004,2.364045,"Bar, Café, Coffee Shop","48.794902381218904,2.3734183609485626"
258,258,8e34c7b0a80b4d5ab2cae7a4,Cafe Aragon,803,48.78842,2.368547,"Bar, Coffee Shop, Restaurant","48.794902381218904,2.3734183609485626"
259,259,67c57e030fff410c7d925889,Le Terminus,849,48.788722,2.366582,"Bar, Café, Pizzeria","48.794902381218904,2.3734183609485626"
